num|Title|Summary
3815|ตลท. ขึ้นเครื่องหมาย H หุ้น TPIPL|ตลาดหลักทรัพย์ฯขึ้นเครื่องหมาย H หุ้นทีพีไอ โพลีน เหตุมีการซื้อขายหุ้นบิ๊กล็อตจำนวน 9,080,416,000 หุ้น หรือ 47.34% พร้อมหยุดพักการซื้อขายหุ้นเป็นการชั่วคราวตั้งแต่รอบเช้าของวันที่ 2 เม.ย.63
3816|คลังขยายโควต้าจ่ายเยียวยาเป็น9ล้านคน|เราไม่ทิ้งกัน ก.คลัง จัดให้!! ชาญกฤช แจง ขยายโควต้ารับเงินเยียวยา 5,000 บาท รวม 9 ล้านคน ชี้ AI คือ สุดยอดระบบคัดกรอง พร้อมแนะทางรอดผู้หลุดเกณฑ์ ยังมีสินเชื่อดอกเบี้ย 0.1% รออยู่
3817|10 ปีหุ้นไทยเสี่ยงพักฐาน พ.ค. ค้าปลีก-ก่อสร้างยืนบวกสวนตลาด|วลีที่พูดว่า ตลาดหุ้นไทยเดือน พ.ค. มักจะเจอ Sell in May and go away จนทำให้มีการจับตัวเลขสถิติย้อนหลังว่าที่ผ่านมามักจะเกิดการเทขายออกมาและกดดันตลาดหุ้น ซึ่งมีผลต่อความเคลื่อนไหวดัชนีตลาดหุ้นไทยไปด้วย
3818|หวั่นบจ.ขาดสภาพคล่อง กระตุ้นรัฐรับมือก่อนกระทบหนัก|ความน่ากลัวของการแพร่ระบาดนอกจากจะทำให้สูญเสียทรัพยากรที่สำคัญที่สุด อย่าง มนุษย์ สิ่งที่ตามมาคือการขาดรายได้ที่ทำให้เหมือนตายทั้งเป็นได้เช่นกัน เพราะการดำเนินมาตรการล็อกดาวน์ 
3819|BBL เลื่อนจัดประชุมผถห. พร้อมไฟเขียวจ่ายปันผลระหว่างกาล 5 บ. |ธนาคารกรุงเทพ เลื่อนการประชุมผู้ถือหุ้นสามัญประจำปีในวันที่ 10 เมษายน 2563 ออกไปก่อน และอนุมัติการจ่ายเงินปันผลระหว่างกาลอีก 5.00 บาท
3820|PACE ชี้แจงกรณี `ดีน แอนด์ เดลูก้าอิงค์`ยื่นขอฟื้นฟูฯในสหรัฐ|เพซ ดีเวลลอปเมนท์ คอร์ปอร์เรชั่น แจ้งตลาดหลักทรัพย์ฯ กรณีบริษัทย่อย ดีน แอนด์ เดลูก้าอิงค์ ยื่นขอฟื้นฟูกิจการในสหรัฐ ยันไม่ส่งผลกระทบกับการดำเนินงานของสาขาอื่นๆทั่วโลก พร้อมช่วยให้บริษัทหยุดรับรู้ผลขาดทุนที่อาจจะเกิดขึ้นในอนาคต
3821|ดีเอสไอบุกค้น MTC ผู้บริหารปัดเรียกดอกเบี้ยโหด|ดีเอสไอ บุกค้นออฟฟิศ เมืองไทยแคปปิตอล พบหลักฐานที่ส่อไปในทางเรียกดอกเบี้ยเกินกว่ากฏหมายกำหนด ย้ำหากเข้าข่ายกระทำผิดเตรียมดำเนินคดี ด้าน ผู้บริหารยืนยัน จัดเก็บแค่ 20-22% ต่ำสุดในระบบ ลั่นไม่มีคิดเกินกว่ากฏหมาย 
3822|ข่าวร้ายหุ้นลิสซิ่ง| กลุ่มลิสซิ่ง ประเดิมร่วงรับเดือนเม.ย. ตามตลาดหุ้นไทย ยิ่งคู่หูราคาซิ่ง  MTC-SAWAD ราคาลงไปหนักผิดหูผิดตา ทั้งที่ก่อนหน้านี้ยังตอบรับข่าวบวก ต้นทุนถูกจากดอกเบี้ยนโยบายลงต่อ
3823|หุ้นไทยวันนี้ส่อดิ่งลงต่อ เหตุนลท.หวั่นโควิดฉุดศก.โลกถดถอย|นักวิเคราะห์บล.กรุงศรี ประเมินตลาดหุ้นไทยวันนี้ส่อลงทดสอบ 1,075 - 1,090 จุด เหตุสถานการณ์โควิด-19 ยังคงแพร่ระบาดต่อเนื่อง หวั่นกดดันภาวะเศรษฐกิจทั่วโลกถดถอยรุนแรง ฟากราคาน้ำมันดิบอ่อนตัวลง หลังสต็อกน้ำมันดิบสหรัฐพุ่งขึ้น จ่อกดดันต่อกลุ่มพลังงานต่อ
3824|หุ้นไทย โค้งแรกรูดหนักอันดับ3 พิษกำไรบจ.ถูกหั่นมากสุด|คงพอรับรู้กันแล้วว่า ตลาดหุ้นไทย เป็นหนึ่งในตลาดที่ ร่วงหนักสุด ในปี 2563 เมื่อเทียบกับตลาดหุ้นหลักๆ ในภูมิภาคเอเชีย 12 ตลาด (ณ 31 มี.ค.)
3825|เงินบาท เปิดตลาดเช้านี้ อ่อนค่า ที่ 33.09 บาทต่อดอลลาร์| ตลาดการเงินกลับมาปิดรับความเสี่ยง เศรษฐกิจสหรัฐเปราะบาง เงินบาทเผชิญแรงขายของนักลงทุนในสินทรัพย์เสี่ยงทั่วโลก
3826|ลุ้น SSF ดันดัชนี 5% โบรกเกอร์ ประเมิน 3 เดือนระดมเงินราว 2.6 หมื่นล้าน|โบรกเกอร์ ประเมินเม็ดเงินลงทุนผ่านกอง เอสเอสเอฟ เอ็กซ์ตร้า ช่วง 3 เดือน ไหลเข้าราว 6,000-26,000 ล้านบาท หนุนดัชนีทะยาน 2.5-5% พร้อมกางสถิติจากวิกฤติเศรษฐกิจ 2 ครั้งในอดีต พบหากถือครองยาว 10 ปี ผลตอบแทนเฉลี่ยปีละ 7.8-14%
3827|บริหารจัดการเงิน ในช่วงวิกฤติ Covid-19|5 วิธีการบริหารจัดการเงินจากผู้เชี่ยวชาญ ในการเตรียมพร้อมรับมือกับวิกฤติการแพร่ระบาดไวรัสโคโรน่า
3828|พบบิ๊กล็อต TPIPL มูลค่าหมื่นล้านบาท ราคาเฉลี่ย 1.11 บาท |พบรายการบิ๊กล็อต TPIPL รวมมูลค่า 1 หมื่นล้านบาท ที่ราคาเฉลี่ย 1.11 บาท ขณะที่บริษัทเดินหน้าซื้อหุ้นคืนแล้วกว่า 215 ล้านบาท 
3829|ก.ล.ต.แบนเจอเรมี เลคห์เมียร์ คิง10ปี ฐานปฏิบัติหน้าที่ไม่สุจริต|ก.ล.ต. ลงโทษ เจอเรมี เลคห์เมียร์ คิง ขณะทำผิด เป็นผู้บริหารบลจ. สยาม ไนท์ ฟันด์ แมเนจเม้นท์ เป็นบุคลากรในตลาดทุน10 ปี ฐานปฏิบัติหน้าที่ไม่ซื่อสัตย์สุจริต ละเลยการปฏิบัติหน้าที่ 
3830|เงินบาท ปิดตลาดขยับ อ่อนค่า ที่ 32.93 บาทต่อดอลลาร์|ในระหว่างวันเงินบาทอ่อนค่าทะลุ33บาทต่อดอลลาร์ เงินบาทเผชิญแรงกดดันความเสี่ยงการแพร่ระบาดของโควิด-19 และต่างชาติลดสถานะถือครองหุ้นและตราสารหนี้
3831|ดีเอสไอปูพรมค้น ลิสซิ่งใหญ่ ปล่อยกู้ดอกเบี้ยสูง|ดีเอสไอลุยค้น เมืองไทยแคปิตอล 3 จุด หาพยานหลักฐาน หลังลูกค้าร้องเรียนปล่อยกู้คิดดอกเบี้ยเกินอัตราที่กฎหมายกำหนด
3832|แบงก์กรุงเทพ บริจาคเงิน 40 ล้านบาท สบทบทุน 4 สถาบันการแพทย์ ช่วยต้านโควิด-19| ธนาคารกรุงเทพ ร่วมเป็นส่วนหนึ่งกับคนไทยทั้งประเทศ ฝ่าวิกฤตโรคโควิด 19 ล่าสุดจัดสรรงบฯ 40 ล้านบาท ให้ 4 สถาบันการแพทย์หลัก พร้อมเชิญชวนคนไทยร่วมบริจาค ก้าวผ่านความยากลำบากไปด้วยกัน
3833|อัตราแลกเปลี่ยนเงินตราต่างประเทศ (1 เม.ย.63)|อัตราแลกเปลี่ยนเงินตราต่างประเทศ (Currency Cross Rate) วันที่ 1 เมษายน 2563 ณ เวลาประมาณ 17.49น.
3834|เงินบาทอ่อนค่าทะลุ33บาทต่อดอลลาร์ |บาทอ่อนทะลุ33บาทต่อดอลลาร์ เป็นครั้งแรกในรอบ3สัปดาห์ ตั้งแต่ต้นปีมานี้อ่อนค่า9.2% เมื่อเทียบภูมิภาค หลังต่างชาติปรับลดสถานะถือครองหุ้นและตราสารหนี้ในตลาดประเทศเกิดใหม่ รวมถึงการสั่งซื้อภาคธุรกิจแย่ที่สุดนับตั้งแต่วิกฤติแฮมเบอร์เกอร์ 
3835|หุ้นไทย ภาคบ่าย ปิดตลาด 1,105.51 จุด ลบ -20.35 จุด หรือ -1.81%|กรุงเทพธุรกิจออนไลน์ - การซื้อขายหลักทรัพย์ภาคบ่ายวันพุธ (1 เม.ย. 63) เวลา 17.00 น. ดัชนีปิดที่ระดับ 1,105.51 จุด ปรับลดลง -20.35 จุดหรือคิดเป็น -1.81% มูลค่าการซื้อ-ขายทั้งสิ้น 67,169.04 ล้านบาท

3836|ลงทะเบียน www.เราไม่ทิ้งกัน.com ใครกรอกผิด มีข่าวดี! คลังเตรียมเปิดให้แก้ไขข้อมูลแล้ว|ข่าวดีสำหรับผู้ลงทะเบียน www.เราไม่ทิ้งกัน.com รับเงินเยียวยา 5,000 บาท แล้วใส่ข้อมูลผิด คลังเล็งเปิดให้แก้ไขข้อมูลหรือยกเลิกรับเงินเยียวยา​ เพื่อช่วยให้ไม่ผิดกฎหมายแจ้งข้อมูลเท็จต่อภาครัฐ
3837|ธปท.ชี้ คนแห่ทำธุรกรรมออนไลน์พุ่งเท่าตัวสุด พีคสุด มี.ค.แตะ 15 ล้านรายการ/วัน|ธปท.เปิดข้อมูลการทำกรรมการเงินบนช่องทางออนไลน์ผ่านระบบพร้อมเพย์ เดือนมี.ค.63 พบพุ่ง 11 ล้านรายการ เพิ่มเท่าตัวจากช่วงเดียวกันปีก่อน ขณะที่ธุรกรรมสูงสุดอยู่ที่ 15 ล้านรายการต่อวัน 
3838|กยศ. ผ่อนผันชําระหนี้ สู้ โควิด-19|เปิดมาตรการจาก กยศ. เพื่อช่วยเหลือลูกหนี้ที่ได้รับผลกระทบช่วง โควิด-19 ลดจํานวนหักเงินเดือนเหลือรายละ 10 บาท ลดเบี้ยปรับเหลือ 0.5%
3839|EA มั่นใจรายได้ปีนี้โต เหตุโรงไฟฟ้าเดินเครื่องเต็มสูบ ธุรกิจใหม่หนุน|EA เผย ผลดำเนินงานปีนี้เติบโตดี เหตุ รับรู้รายได้โรงไฟฟ้าเต็มปี664เมกะวัตต์ -ธุรกิจใหม่อีวี -PCMทยอยสร้างรายได้

3840|10 เรื่องที่ครู โควิด-19 สอน นักลงทุนไทย|น้ำลด ตอผุด เมื่อ โควิด-19 มาปัญหาจึงผุดให้เห็น สอนนักลงทุนไทยเห็นจุดบกพร่องในอดีตที่ผ่านมา เพื่อนำไปสู่แก้ไข และพัฒนาให้พร้อมรับมือกับความเปลี่ยนแปลงในอนาคต 
3841|JASเคาะจ่ายปันผล1.48 บาทต่อหุ้นงวดปี62 |บอร์ด JAS เคาะจ่ายปันผลประจำปี62 ที่ 1.48บาต่อหุ้น มูลค่ารวม 1.23 หมื่นล้านบาท กำหนดจ่าย 12 พ.ค.63
3842|เอสบีไอหวังเบอร์หนึ่ง ธุรกิจออนไลน์โบรกเกอร์|ธุรกิจที่แข่งขันกันอย่างรุนแรงมากขึ้นในระยะหลัง หนึ่งในนั้นคงหนีไม่พ้น  ธุรกิจหลักทรัพย์ หรือ โบรกเกอร์  ที่ผ่านมาแนวโน้มผลประกอบการของโบรกเกอร์ส่วนใหญ่ก็อยู่ในทิศทางขาลงแทบทั้งสิ้น 
3843|หุ้นไทย ภาคเช้า ปิดที่ 1,130.67 จุด บวก 4.81 จุด หรือ 0.43%|กรุงเทพธุรกิจออนไลน์ - การซื้อขายหลักทรัพย์ภาคเช้าวันพุธ (1 เม.ย. 63) เวลา 12.30 น. ดัชนีปิดอยู่ที่ 1,130.67 จุด ปรับเพิ่มขึ้น 4.81 จุด หรือ 0.43% มูลค่าการซื้อ-ขายทั้งสิ้น 28,638.90 ล้านบาท

3844|กองทุนชี้มาตรการธปท.ช่วยฟื้นเชื่อมั่น  |ผู้จัดการกองทุนคาดตลาดตราสารหนี้กลับเข้าสู่ภาวะปกติเร็วๆนี้  ชี้ความเชื่อมั่นนักลงทุนฟื้น หลังธปท.ขยายขอบเขตความช่วยเหลือกองทุนให้ยืดหยุ่นมากขึ้น เปิดทางแบงก์เพิ่มสภาพคล่องให้ทั้งกองทุน และผู้ถือหน่วยลงทุนท่ี่ปิดกองไปแล้ว ชี้แรงขายเริ่มแผ่ว 
3845|เงินบาท ช่วงเช้าเงินบาทกลับมาอ่อนค่า ที่32.84 บาทต่อดอลลาร์|เงินบาทอ่อนค่าสอดคล้องกับทิศทางสกุลเงินในภูมิภาค ท่ามกลางความกังวลต่อสถานการณ์การระบาดโควิด-19 
3846|ออมสิน จัดให้! พักหนี้เงินต้นและดอกเบี้ย 3เดือน ไม่ต้องลงทะเบียน |ออมสิน ช่วยลูกค้าเงินกู้ ให้พักชำระเงินต้นและดอกเบี้ย เป็นเวลา 3 เดือน​ ลูกค้าไม่ต้องลงทะเบียนจัดให้ทันที เริ่ม 1 เม.ย. ถึง 30 มิ.ย.63 เพื่อป้องกันและควบคุมการแพร่ระบาดโควิด-19

3847|ธอส.ขยายเวลาชำระหนี้งวดมี.ค.เพิ่มอีก5วัน|ธอส. ประกาศขยายเวลาให้ลูกค้าชำระเงินกู้ งวดเดือนมีนาคมเพิ่มอีก 5 วัน 
3848|สรรพากรหมุนภาษี2.8แสนล้าน เพิ่มสภาพคล่องประคองเศรษฐกิจ|หนึ่งในมาตรการทางการคลังที่เข้าไปช่วยดูแลผู้ที่ได้รับผลกระทบจากการแพร่ระบาดของไวรัสโคโรนาสายพันธุ์ใหม่(โควิด-19) คือ​ มาตรการทางด้านภาษี​ 
3849|บลจ.ยูโอบี ชูกองทุน  UOBEQ-MSSF ทางเลือกใหม่ออมเงินระยะยาวพร้อมลดหย่อนภาษี|บลจ.ยูโอบี เปิดตัว Super Savings Fund เปิดตัวกองทุน กองทุนเปิด ยูไนเต็ด ตราสารทุน เพื่อการออม(UOBEQ-MSSF) ทางเลือกใหม่ออมเงินระยะยาวพร้อมลดหย่อนภาษี เสนอขายหน่วยลงทุนครั้งแรก 1-8 เม.ย.นี้
3850|ออมสิน แจ้งงดเปิดบัญชีใหม่-ผูกพร้อมเพย์ 1-6 เม.ย.|ธนาคารออมสิน ขอแจ้งงดให้บริการ เปิดบัญชีใหม่ และผูกพร้อมเพย์ที่สาขา วันที่ 1-6 เม.ย. 2563
3851|หุ้น DIMETซิลลิ่ รับตลท.ปลดSP หลังส่งงบไตรมาส2/63|หุ้นDIMET เปิดตลาดปรับตัวเพิ่มขึ้น 14.58 % หรือ 0.07 บาท อยู่ที่ 0.55 บาท หลังตลาดหลักทรัพย์ปลด SP จากบริษัท ส่งงบการเงินงวดไตรมาส2 ปี 2562 ที่มีผลขาดทุน14.12 ล้านบาท เพิ่มขึ้น 95.18% จากช่วงเดียวกันปีก่อน เหตุรายได้หด-ตั้งสำรอง
3852|ธปท.อัตราแลกเปลี่ยนกลาง 32.699 บาท/ดอลลาร์ (อ่อนค่า 0.036 บาท/ดอลลาร์)|กรุงเทพธุรกิจออนไลน์ / อัตราอ้างอิงค่าเงินบาทของธนาคารแห่งประเทศไทย ณ สิ้นวันทำการวันอังคาร (31 มี.ค. 63)อยู่ที่ระดับ 32.699 บาท/ดอลลาร์

3853|ธปท.อัตราแลกเปลี่ยนกลาง 36.3057 บาท/ยูโร (แข็งค่า 0.2170 บาท/ยูโร)|กรุงเทพธุรกิจออนไลน์ / อัตราถัวเฉลี่ยค่าเงินยูโรต่อบาท ณ สิ้นวันทำการวันอังคาร (31 มี.ค. 63) อยู่ที่ระดับ 36.3057 บาท/ยูโร 

3854|BA แจ้งยกเลิกเที่ยวบินในประเทศทุกเส้นทางชั่วคราว7-30 เม.ย.นี้ |BA แจ้งยกเลิกเที่ยวบินในประเทศทุกเส้นทางชั่วคราว 7-30 เม.ย.นี้
3855|หุ้นไทย เวลา 10.06น. ดัชนีอยู่ที่ 1,126.30 จุด บวก 0.44 จุด หรือ 0.04%|กรุงเทพธุรกิจออนไลน์ ณ เวลา 10.06น. การซื้อขายหลักทรัพย์ภาคเช้าวันพุธ (1 เม.ย. 63) ดัชนีอยู่ที่ 1,126.30 จุดปรับเพิ่มขึ้น 0.44 จุด คิดเป็น 0.04% มูลค่าการซื้อ-ขายทั้งสิ้น 5,019.52 ล้านบาท

3856|หุ้นไทยเปิดเช้านี้ปรับตัวลง 4.70 จุด |หุ้นไทยเปิดเช้านี้ปรับตัวลง 4.70 จุด หรือ 0.42% อยู่ที่1,121.16 จุด โบรก ชี้ หุ้นไทยยังไม่น่าสนใจระยะสั้น เหตุ P/E แพง รวมถึงกังวลโควิด-19แพร่ระบาด
3857|เอ็มเอฟซี แนะหุ้นไทยน่าลงทุน ส่ง2กองทุนSSF ขาย1-15เม.ย.นี้|เอ็มเอฟซีส่ง 2 กองทุน SSF สนับสนุนการออมระยะยาวเพื่ออนาคต พร้อมได้สิทธิลดหย่อนภาษี แนะหุ้นไทยน่าลงทุน เสนอขายหน่วยลงทุนครั้งแรก (IPO) 1-15 เม.ย. 63
3858|แบงก์รัฐงดบริการเปิดบัญชีใหม่-ผูกพร้อมเพย์1-6เม.ย.นี้|แบงก์รัฐประกาศงดบริการเปิดบัญชีใหม่และผูกพร้อมเพย์ระหว่าง​ 1-6เม.ย.นี้​ แต่บริการการเงินอื่นยังใช้ได้ตามปกติ

3859|ตลท.เตือน IFEC เร่งแก้ไขเหตุเพิกถอนภายใน30เม.ย.|ตลท.เตือน IFEC เร่งแต่งตั้งผู้สอบบัญชีประจำปี60- 62 ภายใน30 เม.ย.63 ชี้หากไม่สามารถทำได้เตรียมเสนอบอร์ดตลท.เพิกถอนการเป็นหลักทรัพย์จดทะเบียนต่อไป

3860|ราคาทองเปิดตลาดเช้านี้ ร่วง 300 บาท|ทองร่วง300บาท เปิดตลาด1เม.ย. รูปพรรณขาย25,150 บาท ทองแท่งขาย24,650บาท จากแรงเทขายสินทรัพย์ปลอดภัย
3861|ไขหุ้นบริหารสินทรัพย์ ฯ กับโอกาสราคานิวไฮ|ก้าวเข้าสู่เดือนเม.ย. ด้วยความคาดหวังว่าตลาดหุ้นไทยได้ผ่านจุดต่ำสุดไปแล้ว หลังจากในช่วง 3 เดือนที่ผ่านมา ดัชนีหุ้นไทยปรับตัวลดลงรายเดือน ม.ค. 65.7 จุด ติดลบ 4.15 % เดือน ก.พ. ลดลง 173.62 จุด ติดลบ 11.46 % และ เดือนมี.ค. ลดลง 252.7 จุด หรือติดลบ18.8 %
3862|หุ้นไทยแกว่งตัว1,110-1,135 จุด กังวลโควิดแพร่ระบาด|โบรกฯคาดหุ้นไทยวันนี้แกว่งตัว1,110- 1,135 จุด แม้ได้แรงหนุนมาตรการต่างๆจากรัฐบาลหลายประเทศทั่วโลกที่ออกมารับมือโควิด-19 การเริ่มเปิดขายกองทุนSSF แต่ยังกังวลผู้ติดเชื้อเพิ่มขึ้น รวมถึงอาจมีแรงขายทำกำไรระยะสั้นหลังวานนี้ดัชนีปรับตัวขึ้น

3863|3 ก๊กการบินไทย|เป็นที่รู้กันดีอยู่แล้วว่าสถานการณ์การเงิน การบินไทย ล่อแหลม จะเข้าสู่ภาวะ  ล้มละลาย แบบสมบูรณ์แบบหรือไม่ ก็ขึ้นอยู่กับแผนฟื้นฟูกิจการที่ระดมทีมจากภาครัฐเข้าไปช่วยกำกับให้ไม่สะดุดเหมือนที่ผ่านมา
3864|เงินบาท เปิดตลาดเช้านี้ อ่อนค่า ที่ 32.80 บาทต่อดอลลาร์|จากดอลลาร์แข็งค่าขึ้นผิดปกติ ขณะที่ฝั่งเงินบาทยังเผชิญกังวลเศรษฐกิจจะหดตัวหนังจากวิกฤติโควิด-19 การอ่อนค่าของสกุลเงินประเทศเกิดใหม่(EM) และตลาดหุ้นในฝั่งเอเชียที่ผันผวน
3865|หุ้นไทย โค้งแรกดิ่งหนัก 31% ลุ้น SSF ดันดัชนีพ้นวิกฤติ|ตลาดหุ้นไทยไตรมาสแรกดิ่ง 31% กลุ่ม ปิโตรเคมีและแบงก์ ร่วงหนักสุดกว่า 40% ขณะที่ ตลาดเริ่มรักษาระดับในช่วงสองสัปดาห์ที่ผ่านมา หลังได้ 4 อุตสาหกรรม สื่อสาร-ประกัน– สดุก่อสร้าง - พลังงาน ช่วยพยุง โบรก ประเมินแนวโน้มได้ กองSSF ช่วยดันดัชนีพ้นวิฤติ
3866|22 บจ. อสังหาฯ หุ้นกู้ครบดีล 9 หมื่นล. ทริสฯ มั่นใจกระแสเงินพอไถ่ถอน|ทริสเรทติ้ง เผย 22 บจ.อสังหาฯ มี หุ้นกู้ ครบกำหนดไถ่ถอนปีนี้รวม 8.93 หมื่นล้านบาท เชื่อทุกรายมีเงินสดคงเหลือในมือ-วงเงินกู้พร้อมเบิกจากธนาคารเพียงพอรองรับการไถ่ถอน หลังนักลงทุนลดความสนใจลงทุน เน้นถือเงินสดในช่วง โควิด-19 ระบาดหนัก 
3867|เลือกหุ้นในวิกฤติ Covid-19|วิกฤติตลาดหุ้นนั้นเป็นทั้ง วิกฤติ และ โอกาส สำหรับนักลงทุนที่จะเข้าไปลงทุนซื้อหุ้นในตลาดหลักทรัพย์ 
3868|ลงทะเบียนว่างงาน อัพเดทล่าสุดกับ ประกันสังคม กรณีโควิด-19|สิทธิลูกจ้างและขั้นตอนการ ลงทะเบียนว่างงาน ผ่านช่องทางออนไลน์ เพื่อขอรับเงินชดเชยจาก ประกันสังคม กรณีได้รับผลกระทบจาก โควิด-19 และกรณีการว่างงานอื่นๆ
3869|U แจ้งทำธุรกรรมซื้อ-ขายหุ้นบริษัทร่วมทุนกับแสนสิริ|ยู ซิตี้ แจ้งตลาดหลักทรัพย์ฯ ทำธุรกรรมซื้อและขายหุ้นสามัญในบริษัทร่วมทุนระหว่างบริษัทและบริษัท แสนสิริ จำกัด (มหาชน) หรือ SIRI จำนวนรวม 4 บริษัท
3870|ครม.ยกเว้นแวตนำเข้ายาและเครื่องมือแพทย์ต้านโควิด-19|ครม.ยกเว้นแวตนำเข้า ยา เวชภัณฑ์ เครื่องมือแพทย์ ต้านโควิด-19 เพื่อบริจาค
3871|ธปท. แจง ธุรกรรมออนไลน์กระฉูด ช่วงโควิด-19ระบาด กำชับแบงก์ติดตามระบบใกล้ชิด |ธปท.ชี้ ประชาชนแห่ทำธุรกรรมการเงินผ่านออนไลน์สะพัด หลังโควิด-19ระบาด เร่งกำชับแบงก์ติดตามใกล้ชิด-แก้ไขระบบ พร้อมดูแลลูกค้าเร่งด่วน
3872|เงินบาท ปิดตลาดขยับ อ่อนค่า ที่ 32.78 บาทต่อดอลลาร์|บาทอ่อนค่าท่ามกลางความกังวลมากขึ้นจากผลกระทบโควิด-19ต่อแนวโน้มเศรษฐกิจไทย
3873|บลจ.ทิสโก้เอาใจสายออม เปิด SSF ลงทุนเชิงรุกในหุ้นพื้นฐานดี มีแนวโน้มเติบโตเด่น|บลจ.ทิสโก้เอาใจสายออม เปิดกองทุน SSF ทิสโก้ หุ้นทุน เพื่อการออม กองทุนเชิงรุก เน้นลงทุนในหุ้นพื้นฐานดี มีแนวโน้มเติบโตทางธุรกิจ เปิด IPO ตั้งแต่วันที่ 1 - 15 เม.ย. 63 พร้อมเพิ่มชนิดเพื่อการออมพิเศษ ลงทุนได้ตั้งแต่วันที่ 1 เม.ย. ถึงวันที่ 30 มิ.ย. 63

3874|อัตราแลกเปลี่ยนเงินตราต่างประเทศ (31 มี.ค.63)|อัตราแลกเปลี่ยนเงินตราต่างประเทศ (Currency Cross Rate) วันที่ 31 มีนาคม 2563 ณ เวลาประมาณ 17.44น.
3875|บลจ.ภัทร เตรียมเปิดขายกอง SSF แบบพิเศษ เริ่ม1-8 เม.ย.นี้ |บลจ.ภัทร เปิดเสนอขายกองทุนเปิดภัทร SET50 ESG หน่วยลงทุนชนิดเพื่อการออมพิเศษ (PHATRA SET50 ESG-SSFX) ลงทุนตลาดหุ้นไทย พร้อมรับสิทธิประโยชน์ทางภาษี เริ่มขาย ในระหว่างวันที่ 1 – 8 เมษายน 256
3876|หุ้นไทย ภาคบ่าย ปิดตลาด 1,125.86 จุด บวก 38.04 จุด หรือ 3.50%|กรุงเทพธุรกิจออนไลน์ - การซื้อขายหลักทรัพย์ภาคบ่ายวันอังคาร (31 มี.ค. 63) เวลา 17.00 น. ดัชนีปิดที่ระดับ 1,125.86 จุด ปรับเพิ่มขึ้น 38.04 จุดหรือคิดเป็น 3.50% มูลค่าการซื้อ-ขายทั้งสิ้น 56,906.16 ล้านบาท

3877|นี้กองทุนบัวหลวง พร้อมขาย BEQSSF เพื่อการออม เริ่ม 1-8 เม.ย.นี้|กองทุนบัวหลวงเสนอขาย IPO BEQSSF 1-8 เม.ย. นี้ สำหรับผู้ลงทุนที่มองหาโอกาสการลงทุนในหุ้นไทยระยะยาว พร้อมรับสิทธิลดหย่อนภาษี
3878|แบงก์พาณิชย์ ขยายเวลา งดเปิดบัญชี-สมัครพร้อมเพย์ที่สาขา ถึง 6เม.ย.นี้ เลี่ยงโควิด-19|สมาคมธนาคารไทย ธนาคารนานาชาติ ได้มีมติ ให้ธนาคารพาณิชย์ทุกแห่งขยายระยะเวลา งดเว้นการให้บริการเปิดบัญชีใหม่ และบริการผูกพร้อมเพย์ที่สาขาออกไป จนถึงวันที่ 6 เมษายน 2563 โดยกลับมาให้บริการอีกครั้ง7เม.ย.
3879|บลจ. กสิกรไทย เปิดกองSSFพิเศษ เค ซูเปอร์สตาร์ ขาย1-10เม.ย.นี้|บลจ.กสิกรไทย พร้อมขายกองทุนเปิดเค ซูเปอร์สตาร์ เพื่อการออมพิเศษ (K-SUPSTAR-SSFX) IPO 1-10 เม.ย.นี้ ชูกลยุทธ์จับจังหวะซื้อขายหุ้น หวังทำกำไรทั้งในระยะสั้นและระยะยาว แถมรับสิทธิ์ลดหย่อนภาษีเพิ่มอีก 200,00 บาท คาดหากจบ COVID-19 ได้กลางปีนี้ ดัชนีหุ้นไทยจะปรับตัวขึ้นกว่าปัจจุบัน
3880|SCBAM ส่ง 3 กอง SSFพิเศษ เริ่มขาย 1เม.ย.นี้|บลจ.ไทยพาณิชย์ เปิดขาย 3 กองทุน Super Savings Fund พิเศษ เพื่อสิทธิประโยชน์ทางภาษีเพิ่มเติม มองหุ้นน่าสนใจลงทุนในช่วงปรับฐาน เริ่มลงทุนขั้นต่ำ1บาท เริ่มขาย 1เม.ย.-30มิ.ย.นี้ 
3881|ก.ล.ต.ไฟเขียวกองทุน SSF จำนวน 18 กอง เริ่มจำหน่าย1 เม.ย.นี้|ก.ล.ต. อนุมัติจัดตั้ง กองทุน SSF หลักทรัพย์จดทะเบียน แล้ว จำนวน 18 กองทุน จาก บลจ. 14 แห่ง เพื่อให้เสนอขายได้วันที่ 1 เมษายน นี้ ตามมติคณะรัฐมนตรีภายใต้มาตรการเยียวยาผู้ได้รับผลกระทบจากสถานการณ์แพร่ระบาดของCOVID-19
3882|ธอส.ลดดอกเบี้ยลูกหนี้ผิดนัดเหลือ3.9%ต่อปี|ธอส. ช่วยลูกค้าที่อยู่ระหว่างใช้อัตราดอกเบี้ยผิดนัดชำระหรืออยู่ในสถานะกฎหมายดอกเบี้ยเหลือ 3.90% ต่อปี และให้ชำระเฉพาะดอกเบี้ย
3883|กัลฟ์ มอบ 5 ล้าน รพ.ตำรวจ รับมือผู้ป่วยโควิด-19|กัลฟ์ มอบเงินสนับสนุน 5 ล้านบาท เสริมสร้างความพร้อมให้กับโรงพยาบาลตำรวจ รับมือผู้ป่วยโควิด-19
